site,point,year,det1,det2,det3,det4,det5,det6,det7,det8,det9,det10,ttd,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,wind1,wind2,wind3,wind4,wind5,wind6,wind7,wind8,wind9,wind10
SGL025,CA0560,2020,0,0,0,0,0,1,0,0,0,1,6,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0561,2020,1,1,1,1,1,1,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0562,2020,1,1,0,0,0,0,0,0,0,0,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0563,2020,0,1,1,1,1,1,1,1,1,0,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0564,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0565,2020,0,1,1,0,0,0,0,0,0,1,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0566,2020,0,1,1,1,1,1,1,1,1,1,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0567,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0568,2020,1,1,1,1,1,1,1,1,1,0,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0569,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0570,2020,0,0,0,0,0,0,0,1,0,0,8,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0571,2020,0,0,0,0,0,0,0,1,0,0,8,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0572,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0573,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0574,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0575,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0576,2020,1,1,1,1,1,1,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0577,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0578,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0579,2020,0,0,0,0,0,0,0,0,1,0,9,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0581,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0582,2020,1,0,0,1,0,1,1,1,0,0,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0583,2020,0,1,0,0,0,0,0,0,0,0,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0584,2020,0,0,1,0,0,0,1,0,0,0,3,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0585,2020,1,1,0,0,1,0,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0586,2020,1,1,1,1,1,1,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0588,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0590,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0591,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0592,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0593,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0594,2020,0,1,1,0,1,1,1,1,0,1,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0595,2020,1,1,1,1,0,1,1,0,0,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0596,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0597,2020,0,1,0,0,0,0,0,0,0,0,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0598,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0599,2020,1,1,1,1,1,1,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0625,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0626,2020,1,1,1,1,1,1,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0627,2020,0,1,0,0,0,0,0,0,0,1,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0628,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0630,2020,0,0,0,0,0,0,0,0,0,1,10,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0631,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0632,2020,0,0,0,0,0,0,0,0,0,1,10,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0633,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0634,2020,1,1,1,1,1,1,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0637,2020,0,0,0,1,0,0,0,0,0,0,4,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0638,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0639,2020,0,0,0,0,0,0,1,0,0,0,7,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0640,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0641,2020,0,1,0,0,1,0,0,1,0,0,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0642,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0643,2020,0,0,1,0,0,1,1,1,1,1,3,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0644,2020,0,1,0,0,1,0,0,0,0,1,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0646,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0647,2020,0,0,0,1,0,1,0,1,0,0,4,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0648,2020,0,1,1,1,0,0,1,1,0,1,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0650,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0651,2020,1,0,0,0,0,0,0,0,0,0,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0652,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0653,2020,1,1,0,1,1,1,0,0,0,0,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0654,2020,0,1,0,0,0,0,0,0,0,1,2,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0655,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0656,2020,1,0,0,1,0,1,0,0,0,0,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0657,2020,1,1,1,1,1,1,1,1,1,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0658,2020,0,0,1,1,1,0,0,1,1,1,3,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0659,2020,0,0,0,0,0,0,1,1,0,0,7,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0660,2020,0,0,0,1,0,0,0,1,0,0,4,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0663,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0664,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0665,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0666,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0667,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0668,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0669,2020,1,0,0,0,1,0,0,0,0,0,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0670,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0671,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0672,2020,0,0,0,1,0,0,0,0,0,0,4,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0673,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0674,2020,0,0,0,1,0,0,0,0,0,0,4,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0675,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0676,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0677,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0678,2020,1,1,0,0,0,0,1,0,0,1,1,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0679,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0680,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
SGL025,CA0681,2020,0,0,0,0,0,0,0,0,0,0,11,-1.486301085,-1.156011955,-0.825722825,-0.495433695,-0.165144565,0.165144565,0.495433695,0.825722825,1.156011955,1.486301085,5.914285714,1.396428571,5.832142857,3.614285714,1.067857143,2.382142857,8.871428571,5.75,3.532142857,5.914285714
