"Chi_square_stat","P_value","C_hat","Bootstrap_0.","Bootstrap_25.","Bootstrap_50.","Bootstrap_75.","Bootstrap_100."
61840687927452520,0.47,0.884114708970222,1130719627817171,34967023071197976,59701410342162712,92481259966347360,349809479040097280
