"sp_code","l_aic","c_aic","n_aic","cutoff90.c","cutoff95.c","cutoff99.c","cutoff90.l","cutoff95.l","cutoff99.l"
"PRAW",36.888802064331,38.3794559389449,88.0798760314166,0.30108662100708,0.347907447394836,0.451339932491329,-0.904943072526514,-0.643594200812023,-0.06624507299604
