"sp_code","null_aic","c_aic","l_aic","cutoff90_c","cutoff95_c","cutoff99_c","cutoff90_l","cutoff95_l","cutoff99_l"
"CWWI",14.6702607438855,4.00000200403355,4.00000114874574,0.109024559218229,0.109332746560602,0.110013567151697,-2.10260878882661,-2.09952467986558,-2.09271153540063
"PRAW",88.0798760314166,38.3794559389449,36.888802064331,0.30108662100708,0.347907447394836,0.451339932491329,-0.904943072526514,-0.643594200812023,-0.06624507299604
"NOBO",166.347922265461,71.5579081921191,73.1369570048742,0.537150691366732,0.610702693771284,0.773187360947418,0.274326941929954,0.648661357783301,1.47560829306809
"BACS",393.737387954794,286.915316930856,238.732851887884,1.0858042430071,1.21141437813361,1.48890133066717,4.61437956189928,5.52745149797131,7.54453036449244
