"sp_code","null_aic","c_aic","l_aic","cutoff90_c","cutoff95_c","cutoff99_c","cutoff90_l","cutoff95_l","cutoff99_l"
"CWWI",4.00000200403355,NA,NA,0.109024559218229,0.109332746560602,0.110013567151697,-2.10260878882661,-2.09952467986558,-2.09271153540063
