"sp_code","l_aic","c_aic","n_aic","cutoff90.c","cutoff95.c","cutoff99.c","cutoff90.l","cutoff95.l","cutoff99.l"
"PRAW",73.1369570048742,71.5579081921191,166.347922265461,0.537150691366732,0.610702693771284,0.773187360947418,0.274326941929954,0.648661357783301,1.47560829306809
