"treatment","shrub_cover","grass_cover","forb_cover","shrub_height","grass_height","predicted_state","SE","lower_CI","upper_CI"
"mine",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,7.7553221921135,1.63077415202613,4.55900485414229,10.9516395300847
"rx_fire_sec_growth",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,3.9605679286352,0.907759781573141,2.18135875675185,5.73977710051856
"rx_fire_young",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,14.6216491680972,4.67514458682305,5.45836577792405,23.7849325582704
"timber",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,15.7396172259138,3.80173936637966,8.28820806780966,23.1910263840179
