"treatment","shrub_cover","grass_cover","forb_cover","shrub_height","grass_height","predicted_state","SE","lower_CI","upper_CI"
"mature_savanna",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,2.4839027608711,0.651041489311417,1.20786144182072,3.75994407992148
"mine",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,0.222532027250031,0.157342325151356,-0.0858589300466277,0.530922984546689
"timber",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,2.48495196711167,0.612520547119608,1.28441169475724,3.6854922394661
"young_savanna",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,3.027232428816,0.667770698026264,1.71840186068452,4.33606299694747
