"treatment","shrub_cover","grass_cover","forb_cover","shrub_height","grass_height","predicted_state","SE","lower_CI","upper_CI"
"mature_savanna",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,0.630926786084988,0.282180512636943,0.0778529813165791,1.1840005908534
"mine",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,2.315335663918,0.581547818698849,1.17550193926825,3.45516938856774
"timber",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,2.0754863823698,0.531834866988719,1.03309004307191,3.11788272166769
"young_savanna",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,14.0927860176113,1.81848162173943,10.528562039002,17.6570099962205
