"treatment","shrub_cover","grass_cover","forb_cover","shrub_height","grass_height","predicted_state","SE","lower_CI","upper_CI"
"mature_savanna",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,8.60575599421381,1.37345151771065,5.91379101950094,11.2977209689267
"mine",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,2.60013398379966,0.605465062111826,1.41342246206048,3.78684550553884
"timber",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,1.73236514641005,0.471313079239671,0.808591511100296,2.65613878171981
"young_savanna",33.8396407685881,12.1590277777778,11.1761826441103,6.72943279210668,3.58192889040889,3.0502442804045,0.627020446726388,1.82128420482078,4.27920435598822
